,CelebName,CelebImageURL,Description,CelebImage
256, Tiya Sircar,"https://m.media-amazon.com/images/M/MV5BMTg0NTM5NjIxM15BMl5BanBnXkFtZTgwMzQ0NTE4MjE@._V1_UY209_CR9,0,140,209_AL_.jpg","Tiya Sircar is a lead on the upcoming ABC series ""Alex, Inc."" which premieres in 2018. Based on the podcast StartUp, Sircar plays the wife to Zach Braff's character, 'Alex Schuman,' who is a brilliant radio host who quit his job and start his own company. Sircar is also on the NBC hit comedy ""The ...                ","[[[155 222 213]
  [126 189 180]
  [115 165 161]
  ...
  [ 67 146 137]
  [ 86 173 163]
  [ 65 159 148]]

 [[144 212 205]
  [139 203 197]
  [164 218 213]
  ...
  [ 63 138 130]
  [ 31 117 107]
  [ 29 118 108]]

 [[ 84 158 154]
  [ 84 151 148]
  [ 74 131 130]
  ...
  [104 171 166]
  [ 73 151 144]
  [ 50 133 125]]

 ...

 [[136 156 174]
  [119 139 157]
  [136 154 171]
  ...
  [171 170 166]
  [167 168 164]
  [172 173 169]]

 [[137 153 170]
  [112 130 147]
  [128 146 163]
  ...
  [176 175 171]
  [167 165 164]
  [168 169 165]]

 [[191 205 224]
  [117 133 150]
  [127 147 164]
  ...
  [187 185 184]
  [177 175 175]
  [170 168 167]]]"
257, Ajay Mehta,"https://m.media-amazon.com/images/M/MV5BMjY0MTQ3NDI5MF5BMl5BanBnXkFtZTgwMTM5NDMzMTE@._V1_UY209_CR13,0,140,209_AL_.jpg","Ajay Mehta was born in New Delhi, India. He is an actor and producer, known for Spider-Man (2002), G.I. Joe: Retaliation (2013) and Superhero Movie (2008).                ","[[[192 207 199]
  [192 207 199]
  [192 207 199]
  ...
  [192 203 193]
  [192 203 193]
  [191 202 192]]

 [[192 207 199]
  [192 207 199]
  [192 207 199]
  ...
  [193 204 194]
  [192 203 193]
  [191 202 192]]

 [[193 208 200]
  [193 208 200]
  [193 208 200]
  ...
  [193 204 194]
  [193 204 194]
  [192 203 193]]

 ...

 [[ 58  58  46]
  [ 67  67  55]
  [ 71  71  59]
  ...
  [ 34  32  32]
  [ 45  49  37]
  [ 51  60  40]]

 [[ 60  58  47]
  [ 66  66  54]
  [ 72  70  59]
  ...
  [ 35  31  30]
  [ 46  47  37]
  [ 53  59  42]]

 [[ 66  62  51]
  [ 66  64  53]
  [ 69  65  54]
  ...
  [ 37  28  19]
  [ 43  41  31]
  [ 54  53  43]]]"
258, Meera Rohit Kumbhani,"https://m.media-amazon.com/images/M/MV5BMjM1ODY0NzMxNl5BMl5BanBnXkFtZTgwMzY2MDUxNTE@._V1_UY209_CR69,0,140,209_AL_.jpg","Meera Rohit Kumbhani is an actress, known for Black Box (2014), Weird Loners (2015) and A Futile and Stupid Gesture (2018).                ","[[[  2  34 107]
  [  2  33 108]
  [  6  31 111]
  ...
  [ 29  52  90]
  [ 22  51  90]
  [ 32  62 103]]

 [[  4  33 108]
  [  4  32 109]
  [  6  30 112]
  ...
  [ 93 116 154]
  [ 91 120 159]
  [ 82 112 153]]

 [[  6  30 112]
  [  6  30 112]
  [  6  29 115]
  ...
  [138 164 201]
  [136 165 204]
  [114 144 185]]

 ...

 [[  0   0   7]
  [  3   8  17]
  [  2   5  13]
  ...
  [ 29  48  85]
  [ 29  49  84]
  [ 29  49  84]]

 [[  0   5  10]
  [  2   9  12]
  [  0   0   4]
  ...
  [ 31  53  89]
  [ 31  53  89]
  [ 31  53  88]]

 [[  1   8  11]
  [  0   7  10]
  [  3   9  14]
  ...
  [ 26  51  91]
  [ 28  54  91]
  [ 25  51  87]]]"
259, Kiran Deol,"https://m.media-amazon.com/images/M/MV5BMTkyNjEwMzg5Nl5BMl5BanBnXkFtZTcwODA2NjI2OA@@._V1_UY209_CR87,0,140,209_AL_.jpg","Kiran Deol is an actress and director, known for Sunnyside (2019), Modern Family (2009) and Farah Goes Bang (2013).                ","[[[216 202 214]
  [214 203 213]
  [211 205 210]
  ...
  [197 209 213]
  [197 209 213]
  [196 208 212]]

 [[217 203 215]
  [213 204 214]
  [208 207 211]
  ...
  [195 210 213]
  [195 210 213]
  [194 209 212]]

 [[216 205 215]
  [213 206 213]
  [205 210 213]
  ...
  [191 210 213]
  [191 210 213]
  [190 209 212]]

 ...

 [[ 56  44  32]
  [ 58  46  34]
  [ 58  46  34]
  ...
  [182 174 167]
  [187 179 172]
  [191 183 176]]

 [[ 55  43  31]
  [ 57  45  33]
  [ 57  45  33]
  ...
  [181 174 165]
  [185 177 170]
  [190 183 174]]

 [[ 52  43  30]
  [ 54  45  32]
  [ 57  48  35]
  ...
  [173 169 158]
  [177 172 163]
  [184 180 169]]]"
260, Asher Deva,"https://m.media-amazon.com/images/M/MV5BZjIwMGU3ZWUtNTAzMS00NzA4LTlkNWYtNzg1Yzg2MzRlNzRiXkEyXkFqcGdeQXVyNDE0OTYxOTQ@._V1_UX140_CR0,0,140,209_AL_.jpg","Asher Deva is an actor, known for New Girl (2011), Grey's Anatomy (2005) and 90210 (2008).                ","[[[149 149 149]
  [153 153 153]
  [157 157 157]
  ...
  [176 176 176]
  [206 206 206]
  [219 219 219]]

 [[150 150 150]
  [153 153 153]
  [158 158 158]
  ...
  [177 177 177]
  [207 207 207]
  [220 220 220]]

 [[151 151 151]
  [154 154 154]
  [159 159 159]
  ...
  [179 179 179]
  [209 209 209]
  [221 221 221]]

 ...

 [[105 105 105]
  [109 109 109]
  [111 111 111]
  ...
  [  7   7   7]
  [  7   7   7]
  [  7   7   7]]

 [[107 107 107]
  [110 110 110]
  [113 113 113]
  ...
  [  7   7   7]
  [  7   7   7]
  [  7   7   7]]

 [[113 113 113]
  [112 112 112]
  [112 112 112]
  ...
  [  7   7   7]
  [  7   7   7]
  [  7   7   7]]]"
261, Amrapali Ambegaokar,"https://m.media-amazon.com/images/M/MV5BZjMzYjE1NmMtZmJhNy00MmRhLThiOTEtMzNlMWY0MGU1MTVkXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg","The former Principal Dancer of Cirque du Soleil in over 750 shows, Amrapali is an American actress with recurring roles on 18 episodes in ABC's Scandal seasons 4,5, 6 and 7 and she previously recurred in 19 episodes of ABC's Grey's Anatomy with Guest starring roles on NBC's Heroes and roles on The ...                ","[[[  0   0   0]
  [ 66  66  66]
  [ 15  15  15]
  ...
  [ 26  28  29]
  [ 69  71  72]
  [  0   0   1]]

 [[ 62  62  62]
  [255 255 255]
  [255 255 255]
  ...
  [253 255 255]
  [248 250 251]
  [ 60  62  63]]

 [[ 24  24  24]
  [255 255 255]
  [255 255 255]
  ...
  [253 255 255]
  [253 255 255]
  [ 38  40  41]]

 ...

 [[ 28  21  28]
  [237 230 237]
  [236 228 238]
  ...
  [112 121 135]
  [124 130 143]
  [  3   7  18]]

 [[ 20  13  20]
  [231 224 231]
  [233 226 233]
  ...
  [120 126 139]
  [132 136 147]
  [ 11  13  23]]

 [[ 25  21  26]
  [225 221 226]
  [216 210 215]
  ...
  [194 195 205]
  [188 187 196]
  [ 18  17  26]]]"
262, Shawn Parikh,"https://m.media-amazon.com/images/M/MV5BYzkzYjNlMjAtYzg0ZC00ODA2LTliOTItZTNhMWQ5NDI3MGY4XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg","Shawn Parikh is an actor and writer, known for Cougar Town (2009), Outsourced (2010) and NCIS: Los Angeles (2009).                ","[[[ 22  37  53]
  [ 22  37  53]
  [ 21  37  53]
  ...
  [ 39  50  58]
  [ 39  50  58]
  [ 39  50  58]]

 [[114 133 148]
  [115 134 149]
  [115 134 149]
  ...
  [172 183 191]
  [172 183 191]
  [172 183 191]]

 [[107 132 148]
  [107 132 148]
  [108 133 149]
  ...
  [163 174 182]
  [163 174 182]
  [163 174 182]]

 ...

 [[ 78 109 132]
  [ 77 109 132]
  [ 74 104 131]
  ...
  [ 13  11  10]
  [ 11   9   8]
  [  9   7   6]]

 [[ 66  97 118]
  [ 66  97 120]
  [ 63  94 119]
  ...
  [ 13  11  10]
  [ 10   8   7]
  [  7   5   4]]

 [[ 57  87 106]
  [ 58  90 109]
  [ 58  91 111]
  ...
  [  7   8   6]
  [  8   9   7]
  [  8   9   7]]]"
263, Paull Walia,"https://m.media-amazon.com/images/M/MV5BOGE1YzI3ZGQtNmZhYi00MDkzLWJjNjUtYzViN2RiYjg4YzliXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg","Paull Walia is an actor, known for Big Little Lies (2017), Grey's Anatomy (2005) and The Guest Book (2017).                ","[[[254 245 242]
  [254 245 242]
  [254 245 242]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[254 245 242]
  [254 245 242]
  [254 245 242]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[254 245 242]
  [254 245 242]
  [254 245 242]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 ...

 [[  2  36 155]
  [  2  36 155]
  [  3  37 156]
  ...
  [ 22  54 184]
  [ 23  55 185]
  [ 24  56 186]]

 [[  3  35 154]
  [  3  35 154]
  [  4  36 155]
  ...
  [ 16  48 177]
  [ 17  49 179]
  [ 19  51 180]]

 [[ 13  40 160]
  [ 12  39 159]
  [  8  38 157]
  ...
  [ 22  54 181]
  [ 15  46 175]
  [  7  39 166]]]"
270, Sreenivasan,"https://m.media-amazon.com/images/M/MV5BZTZkNjlkNDAtNTMyMC00YzgxLTg0NDItOWY3YTNhMzE5YTVjXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_UY209_CR0,0,140,209_AL_.jpg","Sreenivasan is an actor and writer, known for Nadodikkattu (1987), Njan Prakashan (2018) and Udayananu Tharam (2005).                ","[[[  8  16  29]
  [  9  17  30]
  [ 12  21  31]
  ...
  [ 91 153 161]
  [ 91 153 161]
  [ 90 152 160]]

 [[  8  16  29]
  [ 10  18  31]
  [ 12  21  31]
  ...
  [ 91 153 161]
  [ 91 153 161]
  [ 90 152 160]]

 [[  9  17  30]
  [ 10  18  31]
  [ 13  22  32]
  ...
  [ 91 153 161]
  [ 91 153 161]
  [ 90 152 160]]

 ...

 [[140 186 187]
  [152 196 197]
  [153 189 195]
  ...
  [ 64 123 155]
  [ 36  93 124]
  [ 49 104 135]]

 [[145 187 186]
  [155 196 198]
  [151 189 194]
  ...
  [ 66 125 157]
  [ 40  94 127]
  [ 55 110 141]]

 [[156 188 187]
  [158 192 192]
  [142 180 185]
  ...
  [ 64 120 155]
  [ 53 105 141]
  [ 50 103 136]]]"
271, Vikram,"https://m.media-amazon.com/images/M/MV5BNjUyNzc2NDczNF5BMl5BanBnXkFtZTgwMjAyMDU0OTE@._V1_UX140_CR0,0,140,209_AL_.jpg","Vikram is an Indian film actor, voice actor and a playback singer. He made his debut in the 1990 film En Kadhal Kanmani, which was followed by a series of Tamil and Telugu films and supporting roles in few Malayalam films throughout the early decade. After the critical and commercial success of ...                ","[[[248 245 237]
  [248 245 237]
  [248 245 237]
  ...
  [247 244 240]
  [247 244 240]
  [247 244 240]]

 [[248 245 237]
  [248 245 237]
  [248 245 237]
  ...
  [248 245 241]
  [248 245 241]
  [248 245 241]]

 [[248 245 237]
  [248 245 237]
  [248 245 237]
  ...
  [248 245 241]
  [248 245 241]
  [248 245 241]]

 ...

 [[160 162 163]
  [158 160 161]
  [157 159 160]
  ...
  [120 119 121]
  [156 155 157]
  [169 168 170]]

 [[157 159 160]
  [155 157 158]
  [153 155 156]
  ...
  [ 97  96  98]
  [142 141 143]
  [162 161 163]]

 [[154 156 156]
  [152 154 154]
  [148 150 150]
  ...
  [ 64  64  64]
  [107 107 107]
  [140 140 140]]]"
272, Dileep,"https://m.media-amazon.com/images/M/MV5BYmQ1YzQ5NDctZWYxMS00Y2I2LTgxODktOTVhNzBmMzI4MDY1XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_UY209_CR0,0,140,209_AL_.jpg","Dileep was born on October 27, 1968 in Ernakulam, Kerala, India as Dileep Gopalakrishnan. He is an actor and producer, known for Kunjikkoonan (2002), Thilakkam (2003) and Sallapam (1996).                ","[[[253 254 244]
  [253 254 244]
  [254 255 245]
  ...
  [254 239 190]
  [255 240 189]
  [255 240 189]]

 [[253 255 243]
  [253 255 243]
  [254 255 244]
  ...
  [253 239 187]
  [255 239 188]
  [255 240 187]]

 [[252 255 240]
  [253 255 241]
  [253 255 241]
  ...
  [252 239 183]
  [254 239 183]
  [255 240 184]]

 ...

 [[ 38  28  28]
  [ 38  28  28]
  [ 38  28  28]
  ...
  [ 32  22  22]
  [ 32  22  22]
  [ 32  22  22]]

 [[ 38  28  28]
  [ 38  28  28]
  [ 38  28  28]
  ...
  [ 31  21  21]
  [ 31  21  21]
  [ 31  21  21]]

 [[ 35  27  27]
  [ 34  26  26]
  [ 33  25  25]
  ...
  [ 31  21  21]
  [ 31  21  21]
  [ 31  21  21]]]"
273, Suresh Gopi,"https://m.media-amazon.com/images/M/MV5BOGI1MGQ2NjUtM2M3Mi00ZTliLWE0OGMtOTljOGQ5ZTIyNjA4XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_UY209_CR0,0,140,209_AL_.jpg","Suresh Gopi was born on June 25, 1958 in Kerala, India. He is an actor, known for Kaliyattam (1997), Commissioner (1994) and Bharathchandran I.P.S (2005). He has been married to Radhika Nair since 1990. They have five children.                ","[[[ 44  58  77]
  [ 45  59  78]
  [ 45  59  78]
  ...
  [ 19  25  54]
  [ 22  30  60]
  [ 25  33  63]]

 [[ 44  58  77]
  [ 45  59  78]
  [ 45  59  78]
  ...
  [ 19  25  54]
  [ 22  30  60]
  [ 24  32  62]]

 [[ 44  58  77]
  [ 45  59  78]
  [ 45  59  78]
  ...
  [ 18  24  53]
  [ 21  29  59]
  [ 23  31  61]]

 ...

 [[120 104 212]
  [120 104 212]
  [121 105 213]
  ...
  [ 42  52  82]
  [ 41  50  83]
  [ 40  49  83]]

 [[123 107 215]
  [123 107 215]
  [125 109 217]
  ...
  [ 43  52  85]
  [ 48  57  91]
  [ 48  57  91]]

 [[125 111 217]
  [123 108 216]
  [128 113 221]
  ...
  [ 41  50  83]
  [ 41  50  83]
  [ 41  50  83]]]"
274, Joseph Vijay,"https://m.media-amazon.com/images/M/MV5BMTY2NzMzZDgtNTkxYS00NDMxLWE3MjAtZmFhYzhhNThjZTI1XkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UX140_CR0,0,140,209_AL_.jpg","Vijay was born to a famous Tamil film producer and director S. A. Chandrasekhar. His career geared up when he acted in Ghilli, one of the biggest blockbuster in Tamilnadu. He has won awards such as the Tamil Nadu State Film Award for Best Actor and Dinakaran Best Actor Award. Vijay was given an ...                ","[[[ 84 104 109]
  [ 85 105 110]
  [ 85 105 110]
  ...
  [ 85 105 110]
  [ 85 105 110]
  [ 85 105 110]]

 [[ 85 105 110]
  [ 85 105 110]
  [ 85 105 110]
  ...
  [ 85 105 110]
  [ 85 105 110]
  [ 85 105 110]]

 [[ 85 105 110]
  [ 85 105 110]
  [ 86 106 111]
  ...
  [ 86 106 111]
  [ 86 106 111]
  [ 86 106 111]]

 ...

 [[ 69  75  82]
  [ 70  76  83]
  [ 68  75  84]
  ...
  [120 135 144]
  [118 135 144]
  [118 135 144]]

 [[ 70  76  81]
  [ 70  76  81]
  [ 69  77  84]
  ...
  [120 136 143]
  [118 135 144]
  [118 136 143]]

 [[ 68  76  83]
  [ 68  76  83]
  [ 67  77  84]
  ...
  [108 127 132]
  [108 126 133]
  [108 127 132]]]"
275, Mukesh,"https://m.media-amazon.com/images/M/MV5BMTUxMTFhMjktNDNiYy00NWJhLTg5NTUtMWY2MTMwMDM5NGFhXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_UY209_CR0,0,140,209_AL_.jpg","Mukesh was born in Kollam, Kerala, India. He is an actor and producer, known for In Harihar Nagar (1990), Oru CBI Diary Kurippu (1988) and Ramji Rav Speaking (1989).                ","[[[122 235 251]
  [123 236 252]
  [126 237 253]
  ...
  [157 187 204]
  [155 188 204]
  [155 188 204]]

 [[122 235 251]
  [123 236 252]
  [126 237 253]
  ...
  [157 187 204]
  [155 188 204]
  [155 188 204]]

 [[124 235 251]
  [125 236 252]
  [126 237 253]
  ...
  [157 187 204]
  [155 188 204]
  [155 188 204]]

 ...

 [[218 186 197]
  [218 186 197]
  [222 186 198]
  ...
  [219 195 203]
  [221 197 205]
  [222 198 206]]

 [[218 184 195]
  [218 184 195]
  [220 184 196]
  ...
  [219 195 203]
  [220 196 204]
  [221 197 205]]

 [[226 190 202]
  [222 186 198]
  [218 182 194]
  ...
  [218 194 202]
  [218 194 202]
  [218 194 202]]]"
276, Jayaram,"https://m.media-amazon.com/images/M/MV5BM2EzZTJkZjQtMWQ4NC00M2U4LTliNDUtMTdkNjdlYTI5ODU5XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_UY209_CR0,0,140,209_AL_.jpg","Jayaram was born in Perumbavoor, Kerala, India. He is an actor, known for Thuppakki (2012), Thinkal Muthal Velli Vare (2015) and Panchavarnathatha (2018). He is married to Parvathi. They have two children.                ","[[[158 175 162]
  [158 175 162]
  [158 175 162]
  ...
  [165 173 163]
  [165 173 163]
  [165 173 163]]

 [[157 174 161]
  [157 174 161]
  [158 175 162]
  ...
  [165 173 163]
  [165 173 163]
  [165 173 163]]

 [[156 173 160]
  [156 173 160]
  [156 173 160]
  ...
  [164 172 162]
  [164 172 162]
  [164 172 162]]

 ...

 [[142 119 203]
  [148 125 209]
  [154 131 216]
  ...
  [ 38  35  80]
  [ 34  31  76]
  [ 36  33  78]]

 [[145 122 206]
  [152 129 213]
  [159 136 221]
  ...
  [ 39  36  81]
  [ 33  30  75]
  [ 35  32  77]]

 [[139 117 199]
  [159 136 220]
  [172 149 234]
  ...
  [ 37  36  78]
  [ 35  34  78]
  [ 35  33  79]]]"
277, Ajith Kumar,"https://m.media-amazon.com/images/M/MV5BMmZlNDMwMGMtODQ2Ny00NWI3LTg2NjgtNTFmYjA3Y2IzOTlkXkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UY209_CR49,0,140,209_AL_.jpg",Ajith Kumar is an Indian film actor who has worked mainly in Tamil cinema. He is one of the leading actors in Tamil Cinema. He began his career as a supporting actor in a Telugu film before gaining critical recognition in the Tamil thriller Aasai (1995). A succession of high-grossing films followed...                ,"[[[ 31  35  40]
  [ 31  35  40]
  [ 29  35  40]
  ...
  [ 58  63  62]
  [ 58  63  62]
  [ 58  63  62]]

 [[ 31  35  40]
  [ 29  35  40]
  [ 29  35  40]
  ...
  [ 58  63  62]
  [ 58  63  62]
  [ 58  63  62]]

 [[ 29  36  39]
  [ 27  36  39]
  [ 27  36  39]
  ...
  [ 59  64  63]
  [ 59  64  63]
  [ 59  64  63]]

 ...

 [[176 177 175]
  [122 123 121]
  [  5   6   4]
  ...
  [ 48  59  63]
  [ 48  58  65]
  [ 48  58  65]]

 [[179 177 176]
  [126 127 125]
  [  7   8   6]
  ...
  [ 48  59  63]
  [ 48  58  65]
  [ 48  58  65]]

 [[151 148 144]
  [118 117 113]
  [  0   1   0]
  ...
  [ 47  56  60]
  [ 45  56  60]
  [ 45  56  60]]]"
278, Suriya,"https://m.media-amazon.com/images/M/MV5BYjEyODkwMTUtMWQ2Mi00MTJjLWE2MTAtM2ExMzljNGY0ZTc2XkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UY209_CR18,0,140,209_AL_.jpg","Suriya was born to actor Sivakumar and his wife Lakshmi in Chennai, but brought up in Coimbatore. He is the eldest of three children; his younger brother is actor Karthi Sivakumar and he has a younger sister named Brindha Sivakumar. He attended PSBB School and St. Bede's School in Chennai and ...                ","[[[248 243 240]
  [248 243 240]
  [248 243 240]
  ...
  [250 247 243]
  [250 247 243]
  [250 247 243]]

 [[248 243 240]
  [248 243 240]
  [248 243 240]
  ...
  [250 247 243]
  [250 247 243]
  [250 247 243]]

 [[248 243 240]
  [248 243 240]
  [248 243 240]
  ...
  [250 247 243]
  [250 247 243]
  [250 247 243]]

 ...

 [[128 180 226]
  [127 179 225]
  [118 170 216]
  ...
  [ 51  57  56]
  [ 51  58  55]
  [ 51  58  55]]

 [[129 181 227]
  [130 182 228]
  [120 172 218]
  ...
  [ 51  58  55]
  [ 51  58  55]
  [ 51  58  55]]

 [[127 180 223]
  [134 187 230]
  [126 179 222]
  ...
  [ 53  58  56]
  [ 51  56  54]
  [ 50  56  51]]]"
279, Prithviraj Sukumaran,"https://m.media-amazon.com/images/M/MV5BZjJlOTJmYjQtOTY3NC00OWVlLTg4MjEtYmRmYWZhZDM4MDRlL2ltYWdlXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_UY209_CR0,0,140,209_AL_.jpg","Prithviraj Sukumaran (born 16 October 1982), credited mononymously as Prithviraj, is an Indian actor, playback singer and producer best known for his work in Malayalam films. He has also acted in a number of Tamil, Telugu and Hindi films.Prithviraj Sukumaran was born in Thiruvananthapuram to actors...                ","[[[ 64 197 241]
  [ 53 183 226]
  [ 48 169 209]
  ...
  [  1  12  10]
  [  1  12  10]
  [  1  12  10]]

 [[ 53 181 222]
  [ 55 177 217]
  [ 63 177 214]
  ...
  [  1  12  10]
  [  1  12  10]
  [  1  12  10]]

 [[ 58 174 207]
  [ 71 182 214]
  [ 98 197 229]
  ...
  [  1  12  10]
  [  1  12  10]
  [  1  12  10]]

 ...

 [[ 25  26  22]
  [ 24  23  19]
  [ 24  19  18]
  ...
  [  3  17  29]
  [  5  17  29]
  [  5  17  29]]

 [[ 27  25  24]
  [ 26  22  21]
  [ 23  18  17]
  ...
  [  3  17  29]
  [  5  17  29]
  [  5  17  29]]

 [[ 25  17  18]
  [ 27  17  17]
  [ 29  17  17]
  ...
  [  2  15  29]
  [  2  15  29]
  [  2  15  29]]]"
281, Prabhas,"https://m.media-amazon.com/images/M/MV5BMjliZmI3YmMtYWU1NS00MjVlLTkxZTQtYjIzYzFkNWNjOTZkXkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UX140_CR0,0,140,209_AL_.jpg","Prabhas was born to late U. Suryanarayana Raju and Siva Kumari. His family is from Mogalturu village and later moved to bhimavaram in West Godavari district, Andhra Pradesh. He is the youngest of three children, with an elder brother Pramod Uppalapati and sister Pragathi. He is the nephew of Telugu...                ","[[[249 249 237]
  [249 249 237]
  [249 249 237]
  ...
  [244 244 232]
  [244 244 232]
  [244 244 232]]

 [[249 249 237]
  [249 249 237]
  [249 249 237]
  ...
  [244 244 232]
  [244 244 232]
  [244 244 232]]

 [[249 249 237]
  [249 249 237]
  [249 249 237]
  ...
  [243 243 231]
  [243 243 231]
  [243 243 231]]

 ...

 [[164 166 166]
  [164 166 166]
  [165 167 167]
  ...
  [ 22  19  69]
  [ 29  23  80]
  [ 36  30  89]]

 [[163 165 165]
  [163 165 165]
  [164 166 166]
  ...
  [ 29  25  77]
  [ 38  33  88]
  [ 47  42  97]]

 [[165 166 164]
  [166 167 165]
  [168 169 167]
  ...
  [ 50  43 100]
  [ 40  36  85]
  [ 23  20  65]]]"
282, Nivin Pauly,"https://m.media-amazon.com/images/M/MV5BMTU1MzE5Mjk1M15BMl5BanBnXkFtZTgwMTAyMTIzOTE@._V1_UY209_CR2,0,140,209_AL_.jpg","Nivin Pauly is considered as Superstar of Malayalam movies since the year 2015. He was considered as most promising young star when his performance was appreciated in his initial films released from 2012. In his childhood he had been major fan of actors Rajesh Khanna, M.G.Ramachandran, Kamal Hasan,...                ","[[[ 0  3  1]
  [ 0  3  1]
  [ 0  3  1]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  3  1]
  [ 0  3  1]
  [ 0  3  1]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  3  1]
  [ 0  3  1]
  [ 0  3  1]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[45 54 57]
  [43 52 55]
  [40 50 50]
  ...
  [12 14 14]
  [12 14 14]
  [12 14 14]]

 [[46 55 58]
  [44 53 56]
  [40 50 50]
  ...
  [13 15 15]
  [13 15 15]
  [13 15 15]]

 [[51 57 62]
  [46 53 56]
  [38 46 46]
  ...
  [16 18 18]
  [15 17 17]
  [14 16 16]]]"
283, Allu Arjun,"https://m.media-amazon.com/images/M/MV5BZGI4YTQ5ZmEtMzllOC00NjlhLTg2ODMtN2I0MzVkYWQzZDI5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR6,0,140,209_AL_.jpg","Allu Arjun nicknamed Bunny was born on April 8, 1983. His father, Allu Aravind, is a famous producer and his uncle, Chiranjeevi is one of the top actors in the Telugu industry. Also, he is the grandson of late comedian Padmashree Allu Ramalingaiah. He is well-known as stylish star for his unique ...                ","[[[110 155 222]
  [ 90 135 202]
  [ 72 116 180]
  ...
  [193 204 212]
  [202 213 221]
  [201 212 220]]

 [[109 151 216]
  [ 92 134 199]
  [ 75 116 179]
  ...
  [195 206 214]
  [203 214 222]
  [203 214 222]]

 [[108 141 204]
  [100 133 196]
  [ 87 122 185]
  ...
  [198 209 217]
  [206 217 225]
  [206 217 225]]

 ...

 [[203 225 237]
  [203 225 237]
  [203 225 237]
  ...
  [202 224 236]
  [202 224 236]
  [201 223 235]]

 [[203 225 237]
  [203 225 237]
  [203 225 237]
  ...
  [202 224 236]
  [202 224 236]
  [201 223 235]]

 [[202 224 236]
  [201 223 235]
  [203 225 237]
  ...
  [200 222 234]
  [200 222 234]
  [200 222 234]]]"
284, Vijay Sethupathi,"https://m.media-amazon.com/images/M/MV5BZjVlOWJlYTctZjI4YS00NGE0LWIzNGYtOGNlZjliNTRiMDJhXkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UX140_CR0,0,140,209_AL_.jpg","Vijay Sethupathi was born in Rajapalayam in Virudhunagar district and moved to Chennai when he was in Class six. He did his schooling in MGR Higher Secondary School in Kodambakkam. According to Sethupathy, he was a ""below-average student right from school"" and was neither interested in sports nor ...                ","[[[117 147 174]
  [117 147 174]
  [117 147 174]
  ...
  [253 255 255]
  [253 255 255]
  [253 255 255]]

 [[118 148 175]
  [118 148 175]
  [118 148 175]
  ...
  [253 255 255]
  [253 255 255]
  [253 255 255]]

 [[119 149 176]
  [119 149 176]
  [120 150 177]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[ 65 135 205]
  [ 58 128 198]
  [ 55 124 197]
  ...
  [ 37  76 144]
  [ 39  75 145]
  [ 37  75 147]]

 [[ 65 134 204]
  [ 59 129 199]
  [ 57 126 199]
  ...
  [ 42  83 152]
  [ 42  82 154]
  [ 42  82 154]]

 [[ 68 134 205]
  [ 65 134 204]
  [ 62 131 204]
  ...
  [ 49  92 165]
  [ 49  94 167]
  [ 50  95 168]]]"
